layers.11.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_11_vars/weights_1:0	[256, 256]
layers.11.vars.bias	torch.Size([256])	gcn/graphconvolution_11_vars/bias:0	[256]
layers.12.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_12_vars/weights_0:0	[256, 256]
layers.12.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_12_vars/weights_1:0	[256, 256]
layers.12.vars.bias	torch.Size([256])	gcn/graphconvolution_12_vars/bias:0	[256]
layers.13.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_13_vars/weights_0:0	[256, 256]
layers.13.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_13_vars/weights_1:0	[256, 256]
layers.13.vars.bias	torch.Size([256])	gcn/graphconvolution_13_vars/bias:0	[256]
layers.14.vars.weights_0	torch.Size([256, 3])	gcn/graphconvolution_14_vars/weights_0:0	[256, 3]
layers.14.vars.weights_1	torch.Size([256, 3])	gcn/graphconvolution_14_vars/weights_1:0	[256, 3]
layers.14.vars.bias	torch.Size([3])	gcn/graphconvolution_14_vars/bias:0	[3]
layers.17.vars.weights_0	torch.Size([1219, 256])	gcn/graphconvolution_15_vars/weights_0:0	[1219, 256]
layers.17.vars.weights_1	torch.Size([1219, 256])	gcn/graphconvolution_15_vars/weights_1:0	[1219, 256]
layers.17.vars.bias	torch.Size([256])	gcn/graphconvolution_15_vars/bias:0	[256]
layers.18.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_16_vars/weights_0:0	[256, 256]
layers.18.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_16_vars/weights_1:0	[256, 256]
layers.18.vars.bias	torch.Size([256])	gcn/graphconvolution_16_vars/bias:0	[256]
layers.19.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_17_vars/weights_0:0	[256, 256]
layers.19.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_17_vars/weights_1:0	[256, 256]
layers.19.vars.bias	torch.Size([256])	gcn/graphconvolution_17_vars/bias:0	[256]
layers.20.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_18_vars/weights_0:0	[256, 256]
layers.20.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_18_vars/weights_1:0	[256, 256]
layers.20.vars.bias	torch.Size([256])	gcn/graphconvolution_18_vars/bias:0	[256]
layers.21.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_19_vars/weights_0:0	[256, 256]
layers.21.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_19_vars/weights_1:0	[256, 256]
layers.21.vars.bias	torch.Size([256])	gcn/graphconvolution_19_vars/bias:0	[256]
layers.22.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_20_vars/weights_0:0	[256, 256]
layers.22.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_20_vars/weights_1:0	[256, 256]
layers.22.vars.bias	torch.Size([256])	gcn/graphconvolution_20_vars/bias:0	[256]
layers.23.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_21_vars/weights_0:0	[256, 256]
layers.23.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_21_vars/weights_1:0	[256, 256]
layers.23.vars.bias	torch.Size([256])	gcn/graphconvolution_21_vars/bias:0	[256]
layers.24.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_22_vars/weights_0:0	[256, 256]
layers.24.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_22_vars/weights_1:0	[256, 256]
layers.24.vars.bias	torch.Size([256])	gcn/graphconvolution_22_vars/bias:0	[256]
layers.25.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_23_vars/weights_0:0	[256, 256]
layers.25.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_23_vars/weights_1:0	[256, 256]
layers.25.vars.bias	torch.Size([256])	gcn/graphconvolution_23_vars/bias:0	[256]
layers.26.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_24_vars/weights_0:0	[256, 256]
layers.26.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_24_vars/weights_1:0	[256, 256]
layers.26.vars.bias	torch.Size([256])	gcn/graphconvolution_24_vars/bias:0	[256]
layers.27.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_25_vars/weights_0:0	[256, 256]
layers.27.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_25_vars/weights_1:0	[256, 256]
layers.27.vars.bias	torch.Size([256])	gcn/graphconvolution_25_vars/bias:0	[256]
layers.28.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_26_vars/weights_0:0	[256, 256]
layers.28.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_26_vars/weights_1:0	[256, 256]
layers.28.vars.bias	torch.Size([256])	gcn/graphconvolution_26_vars/bias:0	[256]
layers.29.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_27_vars/weights_0:0	[256, 256]
layers.29.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_27_vars/weights_1:0	[256, 256]
layers.29.vars.bias	torch.Size([256])	gcn/graphconvolution_27_vars/bias:0	[256]
layers.30.vars.weights_0	torch.Size([256, 3])	gcn/graphconvolution_28_vars/weights_0:0	[256, 3]
layers.30.vars.weights_1	torch.Size([256, 3])	gcn/graphconvolution_28_vars/weights_1:0	[256, 3]
layers.30.vars.bias	torch.Size([3])	gcn/graphconvolution_28_vars/bias:0	[3]
layers.33.vars.weights_0	torch.Size([1219, 256])	gcn/graphconvolution_29_vars/weights_0:0	[1219, 256]
layers.33.vars.weights_1	torch.Size([1219, 256])	gcn/graphconvolution_29_vars/weights_1:0	[1219, 256]
layers.33.vars.bias	torch.Size([256])	gcn/graphconvolution_29_vars/bias:0	[256]
layers.34.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_30_vars/weights_0:0	[256, 256]
layers.34.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_30_vars/weights_1:0	[256, 256]
layers.34.vars.bias	torch.Size([256])	gcn/graphconvolution_30_vars/bias:0	[256]
layers.35.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_31_vars/weights_0:0	[256, 256]
layers.35.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_31_vars/weights_1:0	[256, 256]
layers.35.vars.bias	torch.Size([256])	gcn/graphconvolution_31_vars/bias:0	[256]
layers.36.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_32_vars/weights_0:0	[256, 256]
layers.36.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_32_vars/weights_1:0	[256, 256]
layers.36.vars.bias	torch.Size([256])	gcn/graphconvolution_32_vars/bias:0	[256]
layers.37.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_33_vars/weights_0:0	[256, 256]
layers.37.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_33_vars/weights_1:0	[256, 256]
layers.37.vars.bias	torch.Size([256])	gcn/graphconvolution_33_vars/bias:0	[256]
layers.38.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_34_vars/weights_0:0	[256, 256]
layers.38.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_34_vars/weights_1:0	[256, 256]
layers.38.vars.bias	torch.Size([256])	gcn/graphconvolution_34_vars/bias:0	[256]
layers.39.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_35_vars/weights_0:0	[256, 256]
layers.39.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_35_vars/weights_1:0	[256, 256]
layers.39.vars.bias	torch.Size([256])	gcn/graphconvolution_35_vars/bias:0	[256]
layers.40.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_36_vars/weights_0:0	[256, 256]
layers.40.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_36_vars/weights_1:0	[256, 256]
layers.40.vars.bias	torch.Size([256])	gcn/graphconvolution_36_vars/bias:0	[256]
layers.41.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_37_vars/weights_0:0	[256, 256]
layers.41.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_37_vars/weights_1:0	[256, 256]
layers.41.vars.bias	torch.Size([256])	gcn/graphconvolution_37_vars/bias:0	[256]
layers.42.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_38_vars/weights_0:0	[256, 256]
layers.42.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_38_vars/weights_1:0	[256, 256]
layers.42.vars.bias	torch.Size([256])	gcn/graphconvolution_38_vars/bias:0	[256]
layers.43.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_39_vars/weights_0:0	[256, 256]
layers.43.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_39_vars/weights_1:0	[256, 256]
layers.43.vars.bias	torch.Size([256])	gcn/graphconvolution_39_vars/bias:0	[256]
layers.44.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_40_vars/weights_0:0	[256, 256]
layers.44.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_40_vars/weights_1:0	[256, 256]
layers.44.vars.bias	torch.Size([256])	gcn/graphconvolution_40_vars/bias:0	[256]
layers.45.vars.weights_0	torch.Size([256, 256])	gcn/graphconvolution_41_vars/weights_0:0	[256, 256]
layers.45.vars.weights_1	torch.Size([256, 256])	gcn/graphconvolution_41_vars/weights_1:0	[256, 256]
layers.45.vars.bias	torch.Size([256])	gcn/graphconvolution_41_vars/bias:0	[256]
layers.46.vars.weights_0	torch.Size([256, 128])	gcn/graphconvolution_42_vars/weights_0:0	[256, 128]
layers.46.vars.weights_1	torch.Size([256, 128])	gcn/graphconvolution_42_vars/weights_1:0	[256, 128]
layers.46.vars.bias	torch.Size([128])	gcn/graphconvolution_42_vars/bias:0	[128]
layers.47.vars.weights_0	torch.Size([128, 3])	gcn/graphconvolution_43_vars/weights_0:0	[128, 3]
layers.47.vars.weights_1	torch.Size([128, 3])	gcn/graphconvolution_43_vars/weights_1:0	[128, 3]
layers.47.vars.bias	torch.Size([3])	gcn/graphconvolution_43_vars/bias:0	[3]
